Generación 27: Fitness=74400.00, Cromosoma=[[[5.449269900299923],[9.977142896555955],[7.072528343787017],[1.176833067797216],[2.7508276386753225],[4.748041828801695],[6.49310194347804],[7.106278293381367],[9.53394945085304],[3.5142646874784678],[1.5511431190029323],[6.642466089478152],[6.038798948390393],[5.683742211631303],[1.215831001151092],[4.060679785076168],[6.093106563911906],[4.439163142605395],[2.8454754292400173],[2.0719780696007906],[3.591449595421776],[6.998339394275808],[9.54272142731909],[3.918050772257027],[4.399297844893926],[1.1542984362554054],[7.337417893263484],[1.5020526445795412],[7.4173363995693204],[8.566552123695047],[0.18119686669690993],[5.004825220968277],[1.9596959337743924],[4.3869326759061575],[5.774854691151438],[3.1239862971982877],[0.44892967701408604],[0.026964159697017154],[8.45162306275158],[7.599787421733767],[6.903855000837885],[2.9024331428506867],[8.860304295572291],[8.663371530060163],[5.1269380032264085],[5.63063633725378],[1.1789229675424506],[9.042708871510122],[3.116879764453786],[0.8903034363468088],[1.175049379829951],[9.307773321853578],[0.2119720943872927],[0.915069759231123]]]
Generación 28: Fitness=74400.00, Cromosoma=[[[5.449269900299923],[9.977142896555955],[7.072528343787017],[1.176833067797216],[2.7508276386753225],[4.748041828801695],[6.49310194347804],[7.106278293381367],[9.53394945085304],[3.5142646874784678],[1.5511431190029323],[6.642466089478152],[6.038798948390393],[5.683742211631303],[1.215831001151092],[4.060679785076168],[6.093106563911906],[4.439163142605395],[2.8454754292400173],[2.0719780696007906],[3.591449595421776],[6.998339394275808],[9.54272142731909],[3.918050772257027],[4.399297844893926],[1.1542984362554054],[7.337417893263484],[1.5020526445795412],[7.4173363995693204],[8.566552123695047],[0.18119686669690993],[5.004825220968277],[1.9596959337743924],[4.3869326759061575],[5.774854691151438],[3.1239862971982877],[0.44892967701408604],[0.026964159697017154],[8.45162306275158],[7.599787421733767],[6.903855000837885],[2.9024331428506867],[8.860304295572291],[8.663371530060163],[5.1269380032264085],[5.63063633725378],[1.1789229675424506],[9.042708871510122],[3.116879764453786],[0.8903034363468088],[1.175049379829951],[9.307773321853578],[0.2119720943872927],[0.915069759231123]]]
Generación 29: Fitness=74400.00, Cromosoma=[[[5.449269900299923],[9.977142896555955],[7.072528343787017],[1.176833067797216],[2.7508276386753225],[4.748041828801695],[6.49310194347804],[7.106278293381367],[9.53394945085304],[3.5142646874784678],[1.5511431190029323],[6.642466089478152],[6.038798948390393],[5.683742211631303],[1.215831001151092],[4.060679785076168],[6.093106563911906],[4.439163142605395],[2.8454754292400173],[2.0719780696007906],[3.591449595421776],[6.998339394275808],[9.54272142731909],[3.918050772257027],[4.399297844893926],[1.1542984362554054],[7.337417893263484],[1.5020526445795412],[7.4173363995693204],[8.566552123695047],[0.18119686669690993],[5.004825220968277],[1.9596959337743924],[4.3869326759061575],[5.774854691151438],[3.1239862971982877],[0.44892967701408604],[0.026964159697017154],[8.45162306275158],[7.599787421733767],[6.903855000837885],[2.9024331428506867],[8.860304295572291],[8.663371530060163],[5.1269380032264085],[5.63063633725378],[1.1789229675424506],[9.042708871510122],[3.116879764453786],[0.8903034363468088],[1.175049379829951],[9.307773321853578],[0.2119720943872927],[0.915069759231123]]]
Generación 30: Fitness=74400.00, Cromosoma=[[[5.449269900299923],[9.977142896555955],[7.072528343787017],[1.176833067797216],[2.7508276386753225],[4.748041828801695],[6.49310194347804],[7.106278293381367],[9.53394945085304],[3.5142646874784678],[1.5511431190029323],[6.642466089478152],[6.038798948390393],[5.683742211631303],[1.215831001151092],[4.060679785076168],[6.093106563911906],[4.439163142605395],[2.8454754292400173],[2.0719780696007906],[3.591449595421776],[6.998339394275808],[9.54272142731909],[3.918050772257027],[4.399297844893926],[1.1542984362554054],[7.337417893263484],[1.5020526445795412],[7.4173363995693204],[8.566552123695047],[0.18119686669690993],[5.004825220968277],[1.9596959337743924],[4.3869326759061575],[5.774854691151438],[3.1239862971982877],[0.44892967701408604],[0.026964159697017154],[8.45162306275158],[7.599787421733767],[6.903855000837885],[2.9024331428506867],[8.860304295572291],[8.663371530060163],[5.1269380032264085],[5.63063633725378],[1.1789229675424506],[9.042708871510122],[3.116879764453786],[0.8903034363468088],[1.175049379829951],[9.307773321853578],[0.2119720943872927],[0.915069759231123]]]
Generación 31: Fitness=74400.00, Cromosoma=[[[5.449269900299923],[9.977142896555955],[7.072528343787017],[1.176833067797216],[2.7508276386753225],[4.748041828801695],[6.49310194347804],[7.106278293381367],[9.53394945085304],[3.5142646874784678],[1.5511431190029323],[6.642466089478152],[6.038798948390393],[5.683742211631303],[1.215831001151092],[4.060679785076168],[6.093106563911906],[4.439163142605395],[2.8454754292400173],[2.0719780696007906],[3.591449595421776],[6.998339394275808],[9.54272142731909],[3.918050772257027],[4.399297844893926],[1.1542984362554054],[7.337417893263484],[1.5020526445795412],[7.4173363995693204],[8.566552123695047],[0.18119686669690993],[5.004825220968277],[1.9596959337743924],[4.3869326759061575],[5.774854691151438],[3.1239862971982877],[0.44892967701408604],[0.026964159697017154],[8.45162306275158],[7.599787421733767],[6.903855000837885],[2.9024331428506867],[8.860304295572291],[8.663371530060163],[5.1269380032264085],[5.63063633725378],[1.1789229675424506],[9.042708871510122],[3.116879764453786],[0.8903034363468088],[1.175049379829951],[9.307773321853578],[0.2119720943872927],[0.915069759231123]]]
Generación 32: Fitness=74400.00, Cromosoma=[[[5.449269900299923],[9.977142896555955],[7.072528343787017],[1.176833067797216],[2.7508276386753225],[4.748041828801695],[6.49310194347804],[7.106278293381367],[9.53394945085304],[3.5142646874784678],[1.5511431190029323],[6.642466089478152],[6.038798948390393],[5.683742211631303],[1.215831001151092],[4.060679785076168],[6.093106563911906],[4.439163142605395],[2.8454754292400173],[2.0719780696007906],[3.591449595421776],[6.998339394275808],[9.54272142731909],[3.918050772257027],[4.399297844893926],[1.1542984362554054],[7.337417893263484],[1.5020526445795412],[7.4173363995693204],[8.566552123695047],[0.18119686669690993],[5.004825220968277],[1.9596959337743924],[4.3869326759061575],[5.774854691151438],[3.1239862971982877],[0.44892967701408604],[0.026964159697017154],[8.45162306275158],[7.599787421733767],[6.903855000837885],[2.9024331428506867],[8.860304295572291],[8.663371530060163],[5.1269380032264085],[5.63063633725378],[1.1789229675424506],[9.042708871510122],[3.116879764453786],[0.8903034363468088],[1.175049379829951],[9.307773321853578],[0.2119720943872927],[0.915069759231123]]]
Generación 33: Fitness=74400.00, Cromosoma=[[[5.449269900299923],[9.977142896555955],[7.072528343787017],[1.176833067797216],[2.7508276386753225],[4.748041828801695],[6.49310194347804],[7.106278293381367],[9.53394945085304],[3.5142646874784678],[1.5511431190029323],[6.642466089478152],[6.038798948390393],[5.683742211631303],[1.215831001151092],[4.060679785076168],[6.093106563911906],[4.439163142605395],[2.8454754292400173],[2.0719780696007906],[3.591449595421776],[6.998339394275808],[9.54272142731909],[3.918050772257027],[4.399297844893926],[1.1542984362554054],[7.337417893263484],[1.5020526445795412],[7.4173363995693204],[8.566552123695047],[0.18119686669690993],[5.004825220968277],[1.9596959337743924],[4.3869326759061575],[5.774854691151438],[3.1239862971982877],[0.44892967701408604],[0.026964159697017154],[8.45162306275158],[7.599787421733767],[6.903855000837885],[2.9024331428506867],[8.860304295572291],[8.663371530060163],[5.1269380032264085],[5.63063633725378],[1.1789229675424506],[9.042708871510122],[3.116879764453786],[0.8903034363468088],[1.175049379829951],[9.307773321853578],[0.2119720943872927],[0.915069759231123]]]
Generación 34: Fitness=74400.00, Cromosoma=[[[5.449269900299923],[9.977142896555955],[7.072528343787017],[1.176833067797216],[2.7508276386753225],[4.748041828801695],[6.49310194347804],[7.106278293381367],[9.53394945085304],[3.5142646874784678],[1.5511431190029323],[6.642466089478152],[6.038798948390393],[5.683742211631303],[1.215831001151092],[4.060679785076168],[6.093106563911906],[4.439163142605395],[2.8454754292400173],[2.0719780696007906],[3.591449595421776],[6.998339394275808],[9.54272142731909],[3.918050772257027],[4.399297844893926],[1.1542984362554054],[7.337417893263484],[1.5020526445795412],[7.4173363995693204],[8.566552123695047],[0.18119686669690993],[5.004825220968277],[1.9596959337743924],[4.3869326759061575],[5.774854691151438],[3.1239862971982877],[0.44892967701408604],[0.026964159697017154],[8.45162306275158],[7.599787421733767],[6.903855000837885],[2.9024331428506867],[8.860304295572291],[8.663371530060163],[5.1269380032264085],[5.63063633725378],[1.1789229675424506],[9.042708871510122],[3.116879764453786],[0.8903034363468088],[1.175049379829951],[9.307773321853578],[0.2119720943872927],[0.915069759231123]]]
Generación 35: Fitness=74400.00, Cromosoma=[[[5.449269900299923],[9.977142896555955],[7.072528343787017],[1.176833067797216],[2.7508276386753225],[4.748041828801695],[6.49310194347804],[7.106278293381367],[9.53394945085304],[3.5142646874784678],[1.5511431190029323],[6.642466089478152],[6.038798948390393],[5.683742211631303],[1.215831001151092],[4.060679785076168],[6.093106563911906],[4.439163142605395],[2.8454754292400173],[2.0719780696007906],[3.591449595421776],[6.998339394275808],[9.54272142731909],[3.918050772257027],[4.399297844893926],[1.1542984362554054],[7.337417893263484],[1.5020526445795412],[7.4173363995693204],[8.566552123695047],[0.18119686669690993],[5.004825220968277],[1.9596959337743924],[4.3869326759061575],[5.774854691151438],[3.1239862971982877],[0.44892967701408604],[0.026964159697017154],[8.45162306275158],[7.599787421733767],[6.903855000837885],[2.9024331428506867],[8.860304295572291],[8.663371530060163],[5.1269380032264085],[5.63063633725378],[1.1789229675424506],[9.042708871510122],[3.116879764453786],[0.8903034363468088],[1.175049379829951],[9.307773321853578],[0.2119720943872927],[0.915069759231123]]]
Generación 36: Fitness=74400.00, Cromosoma=[[[5.449269900299923],[9.977142896555955],[7.072528343787017],[1.176833067797216],[2.7508276386753225],[4.748041828801695],[6.49310194347804],[7.106278293381367],[9.53394945085304],[3.5142646874784678],[1.5511431190029323],[6.642466089478152],[6.038798948390393],[5.683742211631303],[1.215831001151092],[4.060679785076168],[6.093106563911906],[4.439163142605395],[2.8454754292400173],[2.0719780696007906],[3.591449595421776],[6.998339394275808],[9.54272142731909],[3.918050772257027],[4.399297844893926],[1.1542984362554054],[7.337417893263484],[1.5020526445795412],[7.4173363995693204],[8.566552123695047],[0.18119686669690993],[5.004825220968277],[1.9596959337743924],[4.3869326759061575],[5.774854691151438],[3.1239862971982877],[0.44892967701408604],[0.026964159697017154],[8.45162306275158],[7.599787421733767],[6.903855000837885],[2.9024331428506867],[8.860304295572291],[8.663371530060163],[5.1269380032264085],[5.63063633725378],[1.1789229675424506],[9.042708871510122],[3.116879764453786],[0.8903034363468088],[1.175049379829951],[9.307773321853578],[0.2119720943872927],[0.915069759231123]]]
Generación 37: Fitness=74400.00, Cromosoma=[[[5.449269900299923],[9.977142896555955],[7.072528343787017],[1.176833067797216],[2.7508276386753225],[4.748041828801695],[6.49310194347804],[7.106278293381367],[9.53394945085304],[3.5142646874784678],[1.5511431190029323],[6.642466089478152],[6.038798948390393],[5.683742211631303],[1.215831001151092],[4.060679785076168],[6.093106563911906],[4.439163142605395],[2.8454754292400173],[2.0719780696007906],[3.591449595421776],[6.998339394275808],[9.54272142731909],[3.918050772257027],[4.399297844893926],[1.1542984362554054],[7.337417893263484],[1.5020526445795412],[7.4173363995693204],[8.566552123695047],[0.18119686669690993],[5.004825220968277],[1.9596959337743924],[4.3869326759061575],[5.774854691151438],[3.1239862971982877],[0.44892967701408604],[0.026964159697017154],[8.45162306275158],[7.599787421733767],[6.903855000837885],[2.9024331428506867],[8.860304295572291],[8.663371530060163],[5.1269380032264085],[5.63063633725378],[1.1789229675424506],[9.042708871510122],[3.116879764453786],[0.8903034363468088],[1.175049379829951],[9.307773321853578],[0.2119720943872927],[0.915069759231123]]]
Generación 38: Fitness=74400.00, Cromosoma=[[[5.449269900299923],[9.977142896555955],[7.072528343787017],[1.176833067797216],[2.7508276386753225],[4.748041828801695],[6.49310194347804],[7.106278293381367],[9.53394945085304],[3.5142646874784678],[1.5511431190029323],[6.642466089478152],[6.038798948390393],[5.683742211631303],[1.215831001151092],[4.060679785076168],[6.093106563911906],[4.439163142605395],[2.8454754292400173],[2.0719780696007906],[3.591449595421776],[6.998339394275808],[9.54272142731909],[3.918050772257027],[4.399297844893926],[1.1542984362554054],[7.337417893263484],[1.5020526445795412],[7.4173363995693204],[8.566552123695047],[0.18119686669690993],[5.004825220968277],[1.9596959337743924],[4.3869326759061575],[5.774854691151438],[3.1239862971982877],[0.44892967701408604],[0.026964159697017154],[8.45162306275158],[7.599787421733767],[6.903855000837885],[2.9024331428506867],[8.860304295572291],[8.663371530060163],[5.1269380032264085],[5.63063633725378],[1.1789229675424506],[9.042708871510122],[3.116879764453786],[0.8903034363468088],[1.175049379829951],[9.307773321853578],[0.2119720943872927],[0.915069759231123]]]
Generación 39: Fitness=74400.00, Cromosoma=[[[5.449269900299923],[9.977142896555955],[7.072528343787017],[1.176833067797216],[2.7508276386753225],[4.748041828801695],[6.49310194347804],[7.106278293381367],[9.53394945085304],[3.5142646874784678],[1.5511431190029323],[6.642466089478152],[6.038798948390393],[5.683742211631303],[1.215831001151092],[4.060679785076168],[6.093106563911906],[4.439163142605395],[2.8454754292400173],[2.0719780696007906],[3.591449595421776],[6.998339394275808],[9.54272142731909],[3.918050772257027],[4.399297844893926],[1.1542984362554054],[7.337417893263484],[1.5020526445795412],[7.4173363995693204],[8.566552123695047],[0.18119686669690993],[5.004825220968277],[1.9596959337743924],[4.3869326759061575],[5.774854691151438],[3.1239862971982877],[0.44892967701408604],[0.026964159697017154],[8.45162306275158],[7.599787421733767],[6.903855000837885],[2.9024331428506867],[8.860304295572291],[8.663371530060163],[5.1269380032264085],[5.63063633725378],[1.1789229675424506],[9.042708871510122],[3.116879764453786],[0.8903034363468088],[1.175049379829951],[9.307773321853578],[0.2119720943872927],[0.915069759231123]]]
Generación 40: Fitness=74400.00, Cromosoma=[[[5.449269900299923],[9.977142896555955],[7.072528343787017],[1.176833067797216],[2.7508276386753225],[4.748041828801695],[6.49310194347804],[7.106278293381367],[9.53394945085304],[3.5142646874784678],[1.5511431190029323],[6.642466089478152],[6.038798948390393],[5.683742211631303],[1.215831001151092],[4.060679785076168],[6.093106563911906],[4.439163142605395],[2.8454754292400173],[2.0719780696007906],[3.591449595421776],[6.998339394275808],[9.54272142731909],[3.918050772257027],[4.399297844893926],[1.1542984362554054],[7.337417893263484],[1.5020526445795412],[7.4173363995693204],[8.566552123695047],[0.18119686669690993],[5.004825220968277],[1.9596959337743924],[4.3869326759061575],[5.774854691151438],[3.1239862971982877],[0.44892967701408604],[0.026964159697017154],[8.45162306275158],[7.599787421733767],[6.903855000837885],[2.9024331428506867],[8.860304295572291],[8.663371530060163],[5.1269380032264085],[5.63063633725378],[1.1789229675424506],[9.042708871510122],[3.116879764453786],[0.8903034363468088],[1.175049379829951],[9.307773321853578],[0.2119720943872927],[0.915069759231123]]]
